,ID,name,address,website,opening_hours,lat,lon,rating,phone,social,Персонал,Время ожидания,Банкомат,Расположение,График работы,Кредит,Ремонт,Ипотека,Доступность,load_time
114,sberbank/1190998012,СберБанк,"ул. Партизана Германа, 14/117, Санкт-Петербург",www.sberbank.ru,"'mon': 10:00-21:00, 'tue': 10:00-21:00, 'wed': 10:00-21:00, 'thu': 10:00-21:00, 'fri': 10:00-21:00, 'sat': 10:00-20:00, 'sun': 10:00-19:00, ",59.834289,30.177105,"4,4",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",74,39,55,91,53,,73,,,2024-08-05 16:36:22
115,sberbank/1001255103,СберБанк,"Капитанская ул., 4, Санкт-Петербург",www.sberbank.ru,"'mon': 10:37-19:00, 'tue': 10:00-19:00, 'wed': 10:00-19:00, 'thu': 10:00-19:00, 'fri': 10:00-19:00, 'sat': выходной, 'sun': выходной, ",59.954773,30.214744,"4,4",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",69,58,42,94,20,,,,,2024-08-05 16:36:22
116,sberbank/1023578226,СберБанк,"Московский просп., 145, Санкт-Петербург",www.sberbank.ru,"'mon': 10:00-19:00, 'tue': 10:00-19:00, 'wed': 10:00-19:00, 'thu': 10:00-19:00, 'fri': 10:00-19:00, 'sat': выходной, 'sun': выходной, ",59.877353,30.319030,"4,4",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",75,52,8,,8,,,,,2024-08-05 16:36:22
117,sberbank/1155671613,СберБанк,"просп. Ветеранов, 78, Санкт-Петербург",www.sberbank.ru,"'mon': 10:00-19:30, 'tue': 10:00-19:30, 'wed': 10:00-19:30, 'thu': 10:00-19:30, 'fri': 10:00-19:30, 'sat': 10:00-17:30, 'sun': выходной, ",59.832942,30.215769,"4,3",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",75,31,27,100,,,,,,2024-08-05 16:36:22
118,sberbank/124070617027,СберБанк,"ул. Коллонтай, 31, корп. 2, Санкт-Петербург",www.sberbank.ru,"'mon': 10:00-19:00, 'tue': 10:00-19:00, 'wed': 10:00-19:00, 'thu': 10:00-19:00, 'fri': 10:00-19:00, 'sat': выходной, 'sun': выходной, ",59.922476,30.484581,"4,4",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",82,61,50,92,,,,,,2024-08-05 16:36:22
119,sberbank/1086909095,СберБанк,"просп. Пятилеток, 10, корп. 1, Санкт-Петербург",www.sberbank.ru,"'mon': 10:00-19:30, 'tue': 10:00-19:30, 'wed': 10:00-19:30, 'thu': 10:00-19:30, 'fri': 10:00-19:30, 'sat': 10:00-17:00, 'sun': выходной, ",59.922373,30.457451,"4,6",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://t.me/sberbank', 'https://vk.com/sberbank']",87,68,68,93,,,82,,,2024-08-05 16:36:22
120,sberbank/61892761861,СберБанк,"просп. Обуховской Обороны, 120Б, Санкт-Петербург",www.sberbank.ru,"'mon': 10:00-20:00, 'tue': 09:45-20:00, 'wed': 09:45-20:00, 'thu': 10:00-20:00, 'fri': 10:00-20:00, 'sat': 10:00-16:00, 'sun': выходной, ",59.865389,30.472903,"4,3",['8 (800) 555-55-50Показать телефон'],"['https://ok.ru/sber/', 'https://t.me/sberbank', 'https://vk.com/sberbank']",73,58,61,90,,,,,,2024-08-05 16:36:22
121,sberbank/1073820680,СберБанк,"Гражданский просп., 117, корп. 1, Санкт-Петербург",www.sberbank.ru,"'mon': 10:00-20:00, 'tue': 10:00-20:00, 'wed': 10:00-20:00, 'thu': 10:00-20:00, 'fri': 10:00-20:00, 'sat': 10:00-18:30, 'sun': выходной, ",60.032578,30.418545,"4,4",['8 (800) 555-55-50Показать телефон'],"['https://ok.ru/sberbank', 'https://vk.com/sberbank']",76,50,61,100,83,,,,,2024-08-05 16:36:22
122,sberbank/75828822244,СберБанк,"Ленинский просп., 56, Санкт-Петербург",,"'mon': 10:00-19:00, 'tue': 10:00-19:00, 'wed': 10:00-19:00, 'thu': 10:00-19:00, 'fri': 10:00-19:00, 'sat': выходной, 'sun': выходной, ",59.866762,30.159606,"4,4",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",79,64,70,100,,,,,,2024-08-05 16:36:22
123,sberbank/124150037844,СберБанк,"Ленинский просп., 117, корп. 1, Санкт-Петербург",,"'mon': выходной, 'tue': выходной, 'wed': выходной, 'thu': выходной, 'fri': выходной, 'sat': выходной, 'sun': выходной, ",59.851363,30.253094,"4,4",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",80,69,61,100,,,,,,2024-08-05 16:36:22
124,sberbank/240628526563,СберБанк,"Фурштатская ул., 29, Санкт-Петербург",www.sberbank.ru,"'mon': 10:30-19:30, 'tue': 10:30-19:30, 'wed': 10:30-19:30, 'thu': 10:30-19:30, 'fri': 10:30-19:30, 'sat': 11:30-16:30, 'sun': выходной, ",59.944964,30.359831,,['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",,,,,,,,,,2024-08-05 16:36:22
125,sberbank/1103329906,СберБанк,"ул. Восстания, 21, Санкт-Петербург",www.sberbank.ru,"'mon': 10:00-19:00, 'tue': 10:00-19:00, 'wed': 10:00-19:00, 'thu': 10:00-19:00, 'fri': 10:00-19:00, 'sat': 10:00-16:30, 'sun': выходной, ",59.936106,30.360596,"4,3",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://t.me/sberbank', 'https://vk.com/sberbank']",71,58,50,,,,,,,2024-08-05 16:36:22
126,sberbank/188087639478,СберБанк,"Бухарестская ул., 112, Санкт-Петербург",,"'mon': выходной, 'tue': выходной, 'wed': выходной, 'thu': выходной, 'fri': выходной, 'sat': выходной, 'sun': выходной, ",59.849971,30.403715,"4,4",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",74,54,75,,,,,,,2024-08-05 16:36:22
127,sberbank/1138799899,СберБанк,"Богатырский просп., 10, Санкт-Петербург",,"'mon': выходной, 'tue': выходной, 'wed': выходной, 'thu': выходной, 'fri': выходной, 'sat': выходной, 'sun': выходной, ",59.998400,30.280798,"4,3",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",84,71,32,85,25,,,,,2024-08-05 16:36:22
128,sberbank/1030865495,СберБанк,"Средний просп. Васильевского острова, 15/34, Санкт-Петербург",,"'mon': 09:30-19:00, 'tue': 09:30-19:00, 'wed': 09:30-19:00, 'thu': 09:30-19:00, 'fri': 09:30-19:00, 'sat': 10:00-18:00, 'sun': выходной, ",59.944644,30.282999,"4,3",['8 (800) 555-55-50Показать телефон'],"['https://ok.ru/sber/', 'https://vk.com/sberbank']",72,47,69,92,,74,,70,,2024-08-05 16:36:22
129,sberbank/1065811844,СберБанк,"ул. Нахимова, 14/41, Санкт-Петербург",www.sberbank.ru,"'mon': 10:00-21:00, 'tue': 10:00-21:00, 'wed': 10:00-21:00, 'thu': 10:00-21:00, 'fri': 10:00-21:00, 'sat': 10:00-19:00, 'sun': 10:00-19:00, ",59.942223,30.232280,"4,3",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",61,36,36,77,21,,62,,,2024-08-05 16:36:22
130,sberbank/1021774314,СберБанк,"Каменноостровский просп., 41, Санкт-Петербург",www.sberbank.ru,"'mon': 09:00-18:00, 'tue': 09:00-18:00, 'wed': 09:00-18:00, 'thu': 09:00-18:00, 'fri': 09:00-18:00, 'sat': 10:30-17:30, 'sun': выходной, ",59.968308,30.309508,"4,2",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://t.me/sberbank', 'https://vk.com/sberbank']",74,51,42,90,20,,,,,2024-08-05 16:36:22
131,sberbank/1104583062,СберБанк,"Коломяжский просп., 15, корп. 2, Санкт-Петербург",www.sberbank.ru,"'mon': 09:30-20:00, 'tue': 09:30-20:00, 'wed': 09:30-20:00, 'thu': 09:30-20:00, 'fri': 09:30-20:00, 'sat': 10:00-18:30, 'sun': 11:00-17:00, ",60.001928,30.299212,"4,4",['8 (800) 555-55-50Показать телефон'],"['https://ok.ru/sberbank', 'https://vk.com/bankdruzey']",73,58,54,90,,70,,65,,2024-08-05 16:36:22
132,sberbank/1131124581,СберБанк,"2-я Красноармейская ул., 2/27, Санкт-Петербург",www.sberbank.ru,"'mon': 09:30-19:30, 'tue': 09:30-19:30, 'wed': 09:30-19:30, 'thu': 09:30-19:30, 'fri': 09:30-19:30, 'sat': 10:00-17:00, 'sun': выходной, ",59.915101,30.317746,"4,3",['8 (800) 555-55-50Показать телефон'],"['https://ok.ru/sberbank', 'https://t.me/sberbank', 'https://vk.com/sberbank']",59,46,57,,,,,,,2024-08-05 16:36:22
133,sberbank/168930424105,СберБанк,"ул. Ленсовета, 88, Санкт-Петербург",www.sberbank.com,"'mon': 10:00-20:00, 'tue': 10:00-20:00, 'wed': 10:00-20:00, 'thu': 10:00-20:00, 'fri': 10:00-20:00, 'sat': 10:30-17:30, 'sun': 10:30-15:30, ",59.832842,30.350273,"4,4",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",72,44,83,100,,,,,,2024-08-05 16:36:22
134,sberbank/1105589432,СберБанк,"просп. Просвещения, 78, Санкт-Петербург",www.sberbank.ru,"'mon': 10:00-21:00, 'tue': 10:00-21:00, 'wed': 10:00-21:00, 'thu': 10:00-21:00, 'fri': 10:00-21:00, 'sat': 10:00-21:00, 'sun': 10:00-21:00, ",60.039270,30.403710,"4,3",['8 (800) 555-55-50Показать телефон'],['https://vk.com/sberbank'],69,44,26,,38,,35,,,2024-08-05 16:36:22
135,sberbank/1025667257,СберБанк,"1-я Красноармейская ул., 4, Санкт-Петербург",www.sberbank.com,"'mon': выходной, 'tue': выходной, 'wed': выходной, 'thu': выходной, 'fri': выходной, 'sat': выходной, 'sun': выходной, ",59.915905,30.316479,"4,3",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://t.me/sberbank', 'https://vk.com/sberbank']",81,59,73,93,,,,,,2024-08-05 16:36:22
136,sberbank/195335520750,СберБанк,"Московский просп., 193, Санкт-Петербург",,"'mon': 10:30-20:00, 'tue': 10:30-20:00, 'wed': 10:30-20:00, 'thu': 10:30-20:00, 'fri': 10:30-20:00, 'sat': 10:30-18:30, 'sun': выходной, ",59.851675,30.320844,"4,3",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",56,38,61,92,,,,,,2024-08-05 16:36:22
137,sberbank/1155925748,СберБанк,"просп. Славы, 4, Санкт-Петербург",www.sberbank.ru,"'mon': 10:10-19:00, 'tue': 10:00-19:00, 'wed': 10:00-19:00, 'thu': 10:00-19:00, 'fri': 10:00-19:00, 'sat': выходной, 'sun': выходной, ",59.855308,30.370558,"4,4",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",75,55,41,,,,,,,2024-08-05 16:36:22
138,sberbank/1102944644,СберБанк,"Богатырский просп., 51, корп. 1, Санкт-Петербург",www.sberbank.ru,"'mon': 10:00-18:30, 'tue': 10:00-18:30, 'wed': 10:00-18:30, 'thu': 10:00-18:30, 'fri': 10:00-18:30, 'sat': 10:00-17:00, 'sun': выходной, ",60.006444,30.219371,"4,4",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://t.me/sberbank', 'https://vk.com/sberbank']",85,65,65,95,50,,,,,2024-08-05 16:36:22
139,sberbank/1017263152,СберБанк,"Бухарестская ул., 23, корп. 1, Санкт-Петербург",,"'mon': выходной, 'tue': выходной, 'wed': выходной, 'thu': выходной, 'fri': выходной, 'sat': выходной, 'sun': выходной, ",59.874311,30.376154,"4,4",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://t.me/sberbank', 'https://vk.com/sberbank']",76,63,74,87,69,,,,,2024-08-05 16:36:22
140,sberbank/1102286164,СберБанк,"Гатчинская ул., 1/56, Санкт-Петербург",,"'mon': выходной, 'tue': выходной, 'wed': выходной, 'thu': выходной, 'fri': выходной, 'sat': выходной, 'sun': выходной, ",59.960787,30.303444,"4,4",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",86,67,74,100,45,,,,,2024-08-05 16:36:22
141,sberbank/118054401618,СберБанк,"Бухарестская ул., 43, Санкт-Петербург",www.sberbank.com,"'mon': 09:30-20:00, 'tue': 09:30-20:00, 'wed': 09:30-20:00, 'thu': 09:30-20:00, 'fri': 09:30-20:00, 'sat': 10:00-16:30, 'sun': выходной, ",59.860848,30.389378,"4,3",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",70,57,75,93,55,71,,64,0,2024-08-05 16:36:22
142,sberbank/1003842121,СберБанк,"Софийская ул., 29, корп. 2, Санкт-Петербург",www.sberbank.ru,"'mon': 09:30-19:30, 'tue': 09:30-19:30, 'wed': 09:30-19:30, 'thu': 09:30-19:30, 'fri': 09:30-19:30, 'sat': 10:00-17:00, 'sun': выходной, ",59.878053,30.395557,"4,4",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",82,54,59,100,,,,,,2024-08-05 16:36:22
143,sberbank/1090398555,СберБанк,"Московский просп., 189, Санкт-Петербург",,"'mon': 10:00-19:30, 'tue': 10:00-19:30, 'wed': 10:00-19:30, 'thu': 10:00-19:30, 'fri': 10:00-19:30, 'sat': 10:00-18:00, 'sun': выходной, ",59.854065,30.320665,"4,5",['8 (800) 555-55-50Показать телефон'],"['https://ok.ru/sber/', 'https://t.me/sberbank', 'https://vk.com/bankdruzey']",65,50,93,96,,60,,50,,2024-08-05 16:36:22
144,sberbank/1040803179,СберБанк,"Средний просп. Васильевского острова, 35, Санкт-Петербург",www.sberbank.com,"'mon': 10:00-19:30, 'tue': 10:00-19:30, 'wed': 10:00-19:30, 'thu': 10:00-19:30, 'fri': 10:00-19:30, 'sat': 10:00-16:00, 'sun': выходной, ",59.942832,30.276783,"4,2",['8 (800) 555-55-50Показать телефон'],"['https://ok.ru/sber/', 'https://t.me/s/sberbank', 'https://vk.com/sberbank']",62,58,27,,,,,,,2024-08-05 16:36:22
145,sberbank/34292635590,СберБанк,"Московский просп., 212, Санкт-Петербург",www.sberbank.ru,"'mon': выходной, 'tue': выходной, 'wed': выходной, 'thu': выходной, 'fri': выходной, 'sat': выходной, 'sun': выходной, ",59.852189,30.327151,"4,1",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",67,75,,,,,,,,2024-08-05 16:36:22
146,sberbank/1015493299,СберБанк,"просп. Стачек, 73, Санкт-Петербург",www.sberbank.ru,"'mon': 09:30-18:30, 'tue': 09:30-18:30, 'wed': 09:30-18:30, 'thu': 09:30-18:30, 'fri': 09:30-18:30, 'sat': выходной, 'sun': выходной, ",59.868370,30.259589,"4,3",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://t.me/sberbank', 'https://vk.com/sber']",80,64,28,92,,,,,,2024-08-05 16:36:22
147,sberbank/244629437854,СберБанк,"просп. Энергетиков, 37, Санкт-Петербург",www.sberbank.com,"'mon': 10:00-20:00, 'tue': 10:00-20:00, 'wed': 10:00-20:00, 'thu': 10:00-20:00, 'fri': 10:00-20:00, 'sat': 10:00-17:00, 'sun': выходной, ",59.958850,30.439800,"4,4",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://t.me/s/sberbank', 'https://vk.com/sber']",71,59,69,92,,,,,,2024-08-05 16:36:22
148,sberbank/1332871349,СберБанк,"Невский просп., 25, Санкт-Петербург",www.sberbank.com,"'mon': 10:00-18:30, 'tue': 10:00-18:30, 'wed': 10:00-18:30, 'thu': 10:00-18:30, 'fri': 10:00-18:30, 'sat': 10:30-17:00, 'sun': выходной, ",59.935522,30.323583,"4,3",['8 (800) 555-55-50Показать телефон'],"['https://ok.ru/sberbank', 'https://t.me/Sber_Business_Live_bot', 'https://vk.com/careersber']",66,59,,100,,,,,,2024-08-05 16:36:22
149,sberbank/235143703797,СберБанк,"Европейский просп., 5, Кудрово",www.sberbank.ru,"'mon': 10:30-20:00, 'tue': 10:30-20:00, 'wed': 10:30-20:00, 'thu': 10:30-20:00, 'fri': 10:30-20:00, 'sat': 11:00-15:00, 'sun': выходной, ",59.899234,30.511135,"4,5",['8 (800) 555-55-50Показать телефон'],"['https://ok.ru/sberbank', 'https://vk.com/sberbank']",80,49,45,100,33,,,,,2024-08-05 16:36:22
150,sberbank/1067175798,СберБанк,"ул. Осипенко, 2, Санкт-Петербург",www.sberbank.ru,"'mon': 10:00-19:30, 'tue': 10:00-19:30, 'wed': 10:00-19:30, 'thu': 10:00-19:30, 'fri': 10:00-19:30, 'sat': 10:30-17:00, 'sun': выходной, ",59.945680,30.483520,"4,4",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",79,68,68,75,,,,,,2024-08-05 16:36:22
151,sberbank/1017542329,СберБанк,"Каменноостровский просп., 32, Санкт-Петербург",www.sberbank.ru,"'mon': 10:00-19:00, 'tue': 10:00-19:00, 'wed': 10:00-19:00, 'thu': 10:00-19:00, 'fri': 10:00-19:00, 'sat': выходной, 'sun': выходной, ",59.964075,30.312912,"4,0",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",63,48,,,,,,,,2024-08-05 16:36:22
152,sberbank/1080616302,СберБанк,"Тихорецкий просп., 26, Санкт-Петербург",www.sberbank.ru,"'mon': 10:00-19:00, 'tue': 10:00-19:00, 'wed': 10:00-19:00, 'thu': 10:00-19:00, 'fri': 10:00-19:00, 'sat': выходной, 'sun': выходной, ",60.017850,30.366776,"4,3",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",78,73,82,100,32,,,,,2024-08-05 16:36:22
153,sberbank/11609928590,СберБанк,"ул. Маршала Говорова, 12, корп. 1, Санкт-Петербург",www.sberbank.ru,"'mon': 10:00-21:00, 'tue': 10:00-21:00, 'wed': 10:00-21:00, 'thu': 10:00-21:00, 'fri': 10:00-21:00, 'sat': 10:00-19:00, 'sun': 10:00-19:00, ",59.878794,30.266308,"4,4",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",76,56,44,72,31,,61,,,2024-08-05 16:36:22
154,sberbank/1060930003,СберБанк,"ул. Олеко Дундича, 34, Санкт-Петербург",,"'mon': 09:30-19:30, 'tue': 09:30-19:30, 'wed': 09:30-19:30, 'thu': 09:30-19:30, 'fri': 09:30-19:30, 'sat': 09:30-19:30, 'sun': выходной, ",59.833991,30.420683,"4,3",['+7 (495) 500-55-50Показать телефон'],['https://vk.com/sberbank'],79,48,33,,,,,,,2024-08-05 16:36:22
155,sberbank/1063605979,СберБанк,"ул. Олеко Дундича, 34, Санкт-Петербург",,"'mon': 10:00-19:30, 'tue': 10:00-19:30, 'wed': 10:00-19:30, 'thu': 10:00-19:30, 'fri': 10:00-19:30, 'sat': 10:30-16:30, 'sun': выходной, ",59.833991,30.420683,"4,4",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",78,60,39,100,,,,,,2024-08-05 16:36:22
156,sberbank/1112971108,СберБанк,"просп. Стачек, 90, Санкт-Петербург",www.sberbank.ru,"'mon': 10:00-19:00, 'tue': 10:00-19:00, 'wed': 10:00-19:00, 'thu': 10:00-19:00, 'fri': 10:00-19:00, 'sat': 10:00-16:30, 'sun': выходной, ",59.867923,30.261115,"4,3",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",69,56,58,90,,,,,,2024-08-05 16:36:22
157,sberbank/1072942815,СберБанк,"просп. Стачек, 18, Санкт-Петербург",www.sberbank.ru,"'mon': 10:00-19:00, 'tue': 10:00-19:00, 'wed': 10:00-19:00, 'thu': 10:00-19:00, 'fri': 10:00-19:00, 'sat': выходной, 'sun': выходной, ",59.894816,30.277807,"4,3",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",85,69,90,,,,,,,2024-08-05 16:36:22
158,sberbank/1056094810,СберБанк,"просп. Металлистов, 59, Санкт-Петербург",www.sberbank.ru,"'mon': 10:00-19:00, 'tue': 10:00-19:00, 'wed': 10:00-19:00, 'thu': 10:00-19:00, 'fri': 10:00-19:00, 'sat': выходной, 'sun': выходной, ",59.969349,30.408763,"4,4",['8 (800) 555-55-50Показать телефон'],"['https://ok.ru/sberbank', 'https://t.me/sberbank', 'https://vk.com/sberbank']",68,53,57,,,,,,,2024-08-05 16:36:22
159,sberbank/1091458863,СберБанк,"Кондратьевский просп., 53, Санкт-Петербург",www.sberbank.ru,"'mon': 10:00-19:00, 'tue': 10:00-19:00, 'wed': 10:00-19:00, 'thu': 10:00-19:00, 'fri': 10:00-19:00, 'sat': выходной, 'sun': выходной, ",59.974131,30.390419,"4,3",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",76,47,50,93,29,,,,,2024-08-05 16:36:22
160,sberbank/153813805222,СберБанк,"площадь Карла Фаберже, 8Б, Санкт-Петербург",www.sberbank.ru,"'mon': выходной, 'tue': выходной, 'wed': выходной, 'thu': выходной, 'fri': выходной, 'sat': выходной, 'sun': выходной, ",59.935638,30.436053,"4,4",['8 (800) 555-55-50Показать телефон'],['https://vk.com/sberbank'],,,,,,,,,,2024-08-05 16:36:22
161,sberbank/158618734005,СберБанк,"ул. Мира, 10, Санкт-Петербург",www.sberbank.ru,"'mon': 10:30-19:30, 'tue': 10:30-19:30, 'wed': 10:30-19:30, 'thu': 10:30-19:30, 'fri': 10:30-19:30, 'sat': 10:30-16:30, 'sun': выходной, ",59.959949,30.316237,"4,4",['8 (800) 555-55-50Показать телефон'],"['https://ok.ru/sberbank', 'https://t.me/sberbank', 'https://vk.com/sberbank']",81,64,76,91,,,,,,2024-08-05 16:36:22
162,sberbank/1117767711,СберБанк,"Новочеркасский просп., 26/16, Санкт-Петербург",www.sberbank.ru,"'mon': 09:30-20:00, 'tue': 09:30-20:00, 'wed': 09:30-20:00, 'thu': 09:30-20:00, 'fri': 09:30-20:00, 'sat': 09:30-17:30, 'sun': 10:30-16:00, ",59.929831,30.412030,"4,4",['8 (800) 555-55-50Показать телефон'],"['https://ok.ru/sberbank', 'https://vk.com/sberbank']",83,65,37,92,,,,,,2024-08-05 16:36:22
163,sberbank/1380413951,СберБанк,"Первомайская ул., 15, посёлок Шушары",www.sberbank.ru,"'mon': 10:00-19:00, 'tue': 10:00-19:00, 'wed': 10:00-19:00, 'thu': 10:00-19:00, 'fri': 10:00-19:00, 'sat': 10:00-17:30, 'sun': выходной, ",59.807034,30.377564,"4,5",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",74,42,42,100,,,,,,2024-08-05 16:36:22
164,sberbank/1065411964,СберБанк,"Боткинская ул., 4, Санкт-Петербург",www.sberbank.ru,"'mon': 09:30-20:00, 'tue': 09:30-20:00, 'wed': 09:30-20:00, 'thu': 09:30-20:00, 'fri': 09:30-20:00, 'sat': 10:00-17:00, 'sun': 10:30-16:00, ",59.957525,30.354190,"4,4",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://t.me/sberbank', 'https://vk.com/sberbank']",81,77,88,92,,,64,,,2024-08-05 16:36:22
165,sberbank/1072057945,СберБанк,"ул. Смолячкова, 19, Санкт-Петербург",www.sberbank.ru,"'mon': 10:00-19:00, 'tue': 10:00-19:00, 'wed': 10:00-19:00, 'thu': 10:00-19:00, 'fri': 10:00-19:00, 'sat': 10:00-17:30, 'sun': выходной, ",59.970954,30.346564,"4,4",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://t.me/s/sberbank', 'https://vk.com/sber']",86,82,62,100,,,,,,2024-08-05 16:36:22
166,sberbank/1070716259,СберБанк,"просп. Науки, 41, Санкт-Петербург",www.sberbank.ru,"'mon': 10:00-19:00, 'tue': 10:00-19:00, 'wed': 10:00-19:00, 'thu': 10:00-19:00, 'fri': 10:00-19:00, 'sat': 11:00-16:30, 'sun': выходной, ",60.008707,30.412652,"4,4",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://t.me/sberbank', 'https://vk.com/sberbank']",76,64,30,,,,,,,2024-08-05 16:36:22
167,sberbank/1075171831,СберБанк,"ул. Коммуны, 58, Санкт-Петербург",www.sberbank.ru,"'mon': 10:00-19:00, 'tue': 10:00-19:00, 'wed': 10:00-19:00, 'thu': 10:00-19:00, 'fri': 10:00-19:00, 'sat': выходной, 'sun': выходной, ",59.961084,30.488839,"4,4",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",82,60,55,97,18,,,,,2024-08-05 16:36:22
168,sberbank/1059914109,СберБанк,"Лиговский просп., 105, Санкт-Петербург",www.sberbank.ru,"'mon': 10:00-19:30, 'tue': 10:00-19:30, 'wed': 10:00-19:30, 'thu': 10:00-19:30, 'fri': 10:00-19:30, 'sat': 10:00-18:00, 'sun': выходной, ",59.921572,30.354030,"4,3",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",58,38,79,85,60,,,,,2024-08-05 16:36:22
169,sberbank/1015133225,СберБанк,"Индустриальный просп., 26/24, Санкт-Петербург",www.sberbank.com,"'mon': 09:30-19:00, 'tue': 09:30-19:00, 'wed': 09:30-19:00, 'thu': 09:30-19:00, 'fri': 09:30-19:00, 'sat': 10:30-18:30, 'sun': 11:00-16:00, ",59.947983,30.473917,"4,5",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",83,64,58,92,67,,92,,,2024-08-05 16:36:22
170,sberbank/1022285461,СберБанк,"просп. Просвещения, 67, Санкт-Петербург",www.sberbank.ru,"'mon': 10:00-18:30, 'tue': 10:00-18:30, 'wed': 10:00-18:30, 'thu': 10:00-18:30, 'fri': 10:00-18:30, 'sat': 10:00-18:30, 'sun': выходной, ",60.040398,30.393294,"4,5",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://t.me/sberbank', 'https://vk.com/sberbank']",84,66,71,93,,,,,,2024-08-05 16:36:22
171,sberbank/1100223844,СберБанк,"просп. Стачек, 26, Санкт-Петербург",www.sberbank.ru,"'mon': 10:00-19:00, 'tue': 10:00-19:00, 'wed': 10:00-19:00, 'thu': 10:00-19:00, 'fri': 10:00-19:00, 'sat': выходной, 'sun': выходной, ",59.889972,30.272740,"4,3",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",73,47,72,100,,,,,,2024-08-05 16:36:22
172,sberbank/1031453161,СберБанк,"Ленинский просп., 71, корп. 1, Санкт-Петербург",www.sberbank.ru,"'mon': 10:00-19:00, 'tue': 10:00-19:00, 'wed': 10:00-19:00, 'thu': 10:00-19:00, 'fri': 10:00-19:00, 'sat': 10:00-17:00, 'sun': выходной, ",59.859510,30.185046,"4,4",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",82,56,56,85,44,,,,,2024-08-05 16:36:22
